INFO     | 2025-09-07 11:23:57,799 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "QDSR8BNd1eQkJVcUoAwByj/YR02siq5WN1bZgDRQ9lhr+ld+u1YnaqPtFV4wpyx80ENij280clrvmfoPY0ZfI0ChuFl4qOWxLUruMakPZmC6ZFyuruF1PB3qamFWOJYbAQuROwU97iB1CFXGcWxvnb/yws8qKXz9sSWLV9T8uR0N+faT+dOwhAxwtefXKc7/HU+bZ9uyD+WumvP7/JJxgeAQmteJEJUn31RFjDgaPQ7xnUE52WsBd6dPWIMykBecBp0NKkNCnRwhuKUih45uAX3wUHNpmZdj7xcRvyVesVBMfGiP6sliUI7EULkp1JZ90nCV6BVpIGOtgT8COk6mbKuSfltZGPQ8SClNN81D68cI0LWYTcYOjCbaJ2MIWZYWcldECkeMMwmLTji6w7HcAw==", "apnsData": null}
INFO     | 2025-09-08 09:54:57,917 | DATABASE                 | Updating presence
INFO     | 2025-09-08 09:54:58,068 | DATABASE                 | Updating presence
INFO     | 2025-09-08 09:59:58,047 | DATABASE                 | Updating presence
INFO     | 2025-09-08 09:59:58,183 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:04:58,162 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:04:58,295 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:09:58,279 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:09:58,416 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:14:58,366 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:14:58,531 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:19:58,464 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:19:58,596 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:24:58,573 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:24:58,709 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:29:58,661 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:29:58,764 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:34:39,494 | CLIENT/SENDER            | Config still valid
INFO     | 2025-09-08 10:34:40,150 | CLIENT/SENDER            | OctoApp loaded config: {'updatePercentModulus': 5, 'highPrecisionRangeStart': 5, 'highPrecisionRangeEnd': 5, 'sendNotificationUrl': 'https://europe-west1-octoapp-4e438.cloudfunctions.net/sendNotificationV2', 'minIntervalSecs': 300}
INFO     | 2025-09-08 10:34:58,685 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:34:58,882 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:39:58,718 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:39:58,996 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:44:58,803 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:44:59,059 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:49:58,909 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:49:59,173 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:54:59,045 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:54:59,244 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:59:59,180 | DATABASE                 | Updating presence
INFO     | 2025-09-08 10:59:59,291 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:04:59,260 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:04:59,405 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:09:59,396 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:09:59,518 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:14:59,505 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:14:59,636 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:19:59,616 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:19:59,752 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:24:59,742 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:24:59,801 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:29:59,805 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:29:59,844 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:34:40,250 | CLIENT/SENDER            | Config still valid
INFO     | 2025-09-08 11:34:40,775 | CLIENT/SENDER            | OctoApp loaded config: {'updatePercentModulus': 5, 'highPrecisionRangeStart': 5, 'highPrecisionRangeEnd': 5, 'sendNotificationUrl': 'https://europe-west1-octoapp-4e438.cloudfunctions.net/sendNotificationV2', 'minIntervalSecs': 300}
INFO     | 2025-09-08 11:34:59,943 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:34:59,962 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:39:59,988 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:39:59,989 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:45:00,088 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:45:00,118 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:50:00,210 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:50:00,230 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:55:00,314 | DATABASE                 | Updating presence
INFO     | 2025-09-08 11:55:00,343 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:00:00,448 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:00:00,458 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:05:00,537 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:05:00,578 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:10:00,657 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:10:00,690 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:15:00,779 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:15:00,781 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:20:00,874 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:20:00,910 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:25:00,990 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:25:00,991 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:30:01,058 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:30:01,114 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:34:40,779 | CLIENT/SENDER            | Config still valid
INFO     | 2025-09-08 12:34:41,499 | CLIENT/SENDER            | OctoApp loaded config: {'updatePercentModulus': 5, 'highPrecisionRangeStart': 5, 'highPrecisionRangeEnd': 5, 'sendNotificationUrl': 'https://europe-west1-octoapp-4e438.cloudfunctions.net/sendNotificationV2', 'minIntervalSecs': 300}
INFO     | 2025-09-08 12:35:01,147 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:35:01,223 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:40:01,237 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:40:01,334 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:45:01,334 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:45:01,431 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:50:01,452 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:50:01,504 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:55:01,566 | DATABASE                 | Updating presence
INFO     | 2025-09-08 12:55:01,611 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:00:01,662 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:00:01,743 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:05:01,792 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:05:01,857 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:10:01,933 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:10:01,934 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:15:02,041 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:15:02,042 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:20:02,149 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:20:02,162 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:25:02,223 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:25:02,318 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:30:02,276 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:30:02,343 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:34:41,598 | CLIENT/SENDER            | Config still valid
INFO     | 2025-09-08 13:34:42,553 | CLIENT/SENDER            | OctoApp loaded config: {'updatePercentModulus': 5, 'highPrecisionRangeStart': 5, 'highPrecisionRangeEnd': 5, 'sendNotificationUrl': 'https://europe-west1-octoapp-4e438.cloudfunctions.net/sendNotificationV2', 'minIntervalSecs': 300}
INFO     | 2025-09-08 13:35:02,380 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:35:02,404 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:40:02,434 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:40:02,494 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:45:02,490 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:45:02,586 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:50:02,594 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:50:02,694 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:55:02,713 | DATABASE                 | Updating presence
INFO     | 2025-09-08 13:55:02,783 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:00:02,814 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:00:02,867 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:05:02,917 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:05:02,938 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:10:03,036 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:10:03,039 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:15:03,150 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:15:03,154 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:20:03,270 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:20:03,281 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:25:03,375 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:25:03,404 | DATABASE                 | Updating presence
ERROR    | 2025-09-08 14:28:53,071 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2025-09-08 14:28:53,081 | CLIENT                   | Printer is called SideWinder X2
INFO     | 2025-09-08 14:28:53,090 | FILECACHE                | FileMetadataCache updated for file [flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode]; est time: 1962.0, size: 809, filament usage: 4881
INFO     | 2025-09-08 14:28:53,096 | PRINT                    | Removing all print infos
INFO     | 2025-09-08 14:28:53,131 | CLIENT                   | RepeatTimer thread exit
INFO     | 2025-09-08 14:28:53,134 | CLIENT                   | New print started; PrintId: ec57f053c9884e04a1d36382e9637163 file:flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode size:809 filament:4881
INFO     | 2025-09-08 14:28:53,135 | CLIENT                   | Processing file at http://0.0.0.0:7125/server/files/gcodes/flowrate_0_0.2mm_PLA_Generic%20Klipper%20Printer_32m42s.gcode
INFO     | 2025-09-08 14:28:53,407 | NOTIFICATIONS/UTILS      | Layer 0 completed at at 23534
INFO     | 2025-09-08 14:28:53,740 | NOTIFICATIONS/UTILS      | Layer 1 completed at at 130709
INFO     | 2025-09-08 14:28:54,198 | NOTIFICATIONS/UTILS      | Layer 2 completed at at 363695
INFO     | 2025-09-08 14:28:54,251 | NOTIFICATIONS/UTILS      | Layer 3 completed at at 399536
INFO     | 2025-09-08 14:28:54,332 | NOTIFICATIONS/UTILS      | Layer 4 completed at at 436920
INFO     | 2025-09-08 14:28:54,960 | CLIENT                   | File processed
INFO     | 2025-09-08 14:28:55,578 | CLIENT                   | Sending started ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'started', 'time_remaining_sec': '1962', 'CurrentLayer': '0', 'TotalLayers': '0', 'progress_percent': '0', 'duration_sec': '2.478360414505005'})
INFO     | 2025-09-08 14:28:55,579 | CLIENT/SENDER            | Preparing notification for started
INFO     | 2025-09-08 14:28:55,580 | CLIENT/SENDER            | Finding targets for event=started
INFO     | 2025-09-08 14:28:55,591 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "/Rui6+kFzGVFH5a7CsqJG67mZ0t5d3i+w/eV1f4REV6oavlnyKjhvYBxU+opGqmiqulzE6njyRqAUpUEEAicIBiViRVM7EodvDat93QdWBnMdKsXruXa0Lxo6bZ8oZKgXZR9Lkjz09G20AgHcjyJ3YBFUR1fo14Z+5oR4x7//Tj+IjJSXgS4KJqctXa06/1oltMpn31ChnF203qcTF8ssIAe9+elumCVyCIoI7IML/kwhLgb8t2o3SEGP96xydnfDpWHhWJyygD0tyWPqdX2GT9q3eNU4L1HwclrJT7OxObWsyFLbw2pOF7VEjZD0K7DYkEHGAYCUg9W3NypCRFDtD8yF1GW+lsIbj0bbxD92M6w26mqBe2WE5yLdKk3iHSC", "apnsData": null}
INFO     | 2025-09-08 14:28:55,838 | CLIENT                   | Computing progress: currentDurationSecFloat=2.73907208442688 totalPrintTimeSec=1964.7390720844269
INFO     | 2025-09-08 14:28:55,840 | CLIENT                   | Sending resume ({'Event': 'resume', 'time_remaining_sec': '1962', 'CurrentLayer': '0', 'TotalLayers': '0', 'progress_percent': '0', 'duration_sec': '2.740757703781128'})
INFO     | 2025-09-08 14:28:55,842 | CLIENT/SENDER            | Preparing notification for resume
INFO     | 2025-09-08 14:28:55,844 | CLIENT/SENDER            | Finding targets for event=resume
INFO     | 2025-09-08 14:28:55,855 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "lMtRRb/Ykee2Isx5+owwHdFPR1KboCFO21WAGq0sRpUnjsSnJBWO9vIzqoBZIfytny6uih/OljXaR0KTR53H2y6H4Cnek6a6Jb1ksRN/8sEJiniC9Tfg/sLcgWKt5GUTzRvCVaS7BOZaIqeCFm6OoQ5++nqxX6tsFaUStCUYPnzkWSQRVGSTa9hHEmm/XG3gpZOrWhOSUqQwLDRLDDS9F5hiviia8/XV2UgPrTUtYfKD4hyS3xk6SJvojnFIaPTQ", "apnsData": null}
INFO     | 2025-09-08 14:28:55,958 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 1e7ndnf30jma)
INFO     | 2025-09-08 14:28:56,236 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 1e7nuxixycq7)
INFO     | 2025-09-08 14:29:12,126 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '1962', 'CurrentLayer': '0', 'TotalLayers': '0', 'progress_percent': '2', 'duration_sec': '19.02709674835205'})
INFO     | 2025-09-08 14:29:12,127 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:29:12,130 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-08 14:29:12,139 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "iV3R9HVBCcUPCZ7cejvzj2eD0uXJO5M6rgkNoqzm9E5uFCCitpihRDJAJ4K2bB6pBQFd1EE2A8aqT/JrjVsUTkZkVRwzLxJxbwl5MhLQZFsXh93IGn9tqhGskVxldyGYi/Sl3mnjdEyyGjI1NWerIboPTQwOwGvT2+U9/Yc2kOulygLGzYuWi+Er89CwsNHncw0nnz2BcGlD3584Rz54dmuBtLTzHk1EGLqJh2UZD1dN0S2uKQAz067IsGXH/dNJXB3144Wq17IreWeXCdVU3E7OFqRv/Xko8estd1gKtRp5Q5/PyU91obj64yzBzi7u14EPEmFSdQkSH+jkM34vnaffCikXyRW4tdMCFgtUinNLFK+UXtWoXUStPq1lkB5O", "apnsData": null}
INFO     | 2025-09-08 14:29:12,493 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 7o23nthk5plc)
INFO     | 2025-09-08 14:30:03,515 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:30:03,522 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:32:36,726 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '1556', 'CurrentLayer': '1', 'TotalLayers': '10', 'progress_percent': '3', 'duration_sec': '223.62331986427307'})
INFO     | 2025-09-08 14:32:36,728 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:32:36,729 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-08 14:32:36,740 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "31wCcHaJAvlhdBPJbL7/FV72nhbYvzb+luvm9miPd16WXZ0v0pi1YvLxd6c51T4VJkCcyp1gkyObqa9DXj7b+wFDIDaXR3hFP3JS68vwwqj3jMFtvaecCIo503Xhc6MiT/R9ZSPdb5X0CjZw4eULrWaCt0NTRoLFLtTvQDx3pF8ZfoiXtmTb/VUNq3arsVdkyrvBQIiPChl3+KjpBl50dl65r/PjLUuuDrE/At6e63K3JHe14o1K0hIlkS9Xxbhu1tUCrsqX4erIx8uUPLVQmKvY5yVRCbzVt0ezKKX1C2/ftKhMB4pE30BCIf4ISF3Ql2hietHqBzGxqyoVaYtE9roeKE9Ypqng+LFOgyVHIPxU6CBaTVRoFNM/+vTSUxHi", "apnsData": null}
INFO     | 2025-09-08 14:32:37,393 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 27qf9ivb4l8e)
INFO     | 2025-09-08 14:33:13,854 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '1891', 'CurrentLayer': '1', 'TotalLayers': '10', 'progress_percent': '4', 'duration_sec': '260.75062918663025'})
INFO     | 2025-09-08 14:33:13,856 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:33:13,857 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-08 14:33:13,872 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "TCPlHynG/9W/jJ5LxNWCvvM2zlrV0bG76oFjCPQtbXxx6DhmscYQfeZoWwodcQgXznWSUS6WObvSBYOWyi48o2NbCmlEpfNUAgRy9eVtCUAdrZsSRXbij/3iushr0U5fDbQP8vMqsQnYi6w+1clELtToYp9wFe+T85+d+7Pjdh6mUxXRhzy9pgEz0nIBqhOgOQ+/n2THdhGEnRoD4UEaH4afxkrlrtS5xshieRZUoCG72YVXKe0Mi5RgwRepfhXiy9nLM6HLiYdS+Pbq1dFKSlak8fZfQlhNiHOT4gpFehpsZKQbd5vL+g18PZDY14WN7g7JIjJFufv1f1zFADy+RrvYr6rrSf5VYuFIpvpkJA3wiy3IteMDGpZFs9+QkAqh", "apnsData": null}
INFO     | 2025-09-08 14:33:14,295 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 7o23eeht9u0o)
INFO     | 2025-09-08 14:33:44,198 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '1977', 'CurrentLayer': '1', 'TotalLayers': '10', 'progress_percent': '5', 'duration_sec': '291.0944490432739'})
INFO     | 2025-09-08 14:33:44,200 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:33:44,201 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-08 14:33:44,214 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "z/SUcHSS96/xF+y9A7Ks0er4fIjGeZIUffdhflUasTeEBDEsxXVi+0pVO6eLpQWvoH75k3uDQWMYbEVdvm8d4KG6JUQSGJPhZxtqNno1NzTixh/ttbkE4cyfDzW+Q4fZhopZWGsagDJIbqyjfkgZ7GPYQIZR1XLof+Gj3Uf3JXkVJxqNPY48C+sYjKADFy/byCEr6+sI6VeqGpf6bY/wv2NQfjo7f6l0gYkxl1OG3ZmkMoikzkYW4EJ6u6Hd5HlgjtzD2a+N8aictrIdztHj/0D6qx1OaLxE/X85JHsRNhodHK4oNcAFCaKraFKr0WOWC/INa8NVj2nWVJ10a3cQPkbWP2IyA8ySOJ8Tw/M1qwHNh7/jKw+dnrISCtKG+pdW", "apnsData": null}
INFO     | 2025-09-08 14:33:44,561 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 7o237xfjb6w8)
INFO     | 2025-09-08 14:34:10,282 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '2018', 'CurrentLayer': '1', 'TotalLayers': '10', 'progress_percent': '6', 'duration_sec': '317.17415976524353'})
INFO     | 2025-09-08 14:34:10,283 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:34:41,372 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '2043', 'CurrentLayer': '1', 'TotalLayers': '10', 'progress_percent': '7', 'duration_sec': '348.27288937568665'})
INFO     | 2025-09-08 14:34:41,373 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:34:41,374 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-08 14:34:42,654 | CLIENT/SENDER            | Config still valid
INFO     | 2025-09-08 14:34:43,109 | CLIENT/SENDER            | OctoApp loaded config: {'updatePercentModulus': 5, 'highPrecisionRangeStart': 5, 'highPrecisionRangeEnd': 5, 'sendNotificationUrl': 'https://europe-west1-octoapp-4e438.cloudfunctions.net/sendNotificationV2', 'minIntervalSecs': 300}
INFO     | 2025-09-08 14:35:03,547 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:35:03,635 | DATABASE                 | Updating presence
INFO     | 2025-09-08 14:35:17,737 | CLIENT                   | Sending progress ({'print_id': 'ec57f053c9884e04a1d36382e9637163', 'file_name': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'file_path': 'flowrate_0_0.2mm_PLA_Generic Klipper Printer_32m42s.gcode', 'FileSizeKb': '809', 'FilamentUsageMm': '4881', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '2050', 'CurrentLayer': '1', 'TotalLayers': '10', 'progress_percent': '8', 'duration_sec': '384.637647151947'})
INFO     | 2025-09-08 14:35:17,738 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-08 14:35:17,739 | CLIENT/SENDER            | Finding targets for event=progress
